
4	278	417	278	278
9	139	417	278	417
9	278	417	139	417
1	417	417	278	417
0	417	278	417	417
4	278	278	417	278
4	417	278	278	278
0	417	417	417	278
1	278	417	417	417
9	139	417	278	417
8	139	278	139	417
2	139	139	139	278
2	139	278	139	139
4	278	278	139	278
9	278	417	278	278
8	139	417	278	417
8	278	417	139	417
8	139	417	278	417
14	0	417	139	417
14	139	417	0	417
14	0	417	139	417
10	0	278	0	417
4	139	278	0	278
4	0	278	139	278
10	0	417	0	278
10	0	278	0	417
10	0	417	0	278
10	0	278	0	417
11	0	139	0	278
13	0	0	0	139
13	0	139	0	0
13	0	0	0	139
13	0	139	0	0
2	139	139	0	139
6	139	0	139	139
12	278	0	139	0
5	417	0	278	0
5	278	0	417	0
5	417	0	278	0
7	417	139	417	0
7	417	0	417	139
7	417	139	417	0
3	278	139	417	139
6	139	139	278	139
4	139	278	139	139
14	139	417	139	278
8	278	417	139	417
1	417	417	278	417
1	278	417	417	417
8	139	417	278	417
14	139	278	139	417
14	139	417	139	278
14	139	278	139	417
14	139	417	139	278
14	139	278	139	417
11	0	278	139	278
2	0	139	0	278
13	0	0	0	139
13	0	139	0	0
2	0	278	0	139
11	139	278	0	278
4	139	139	139	278
6	278	139	139	139
3	417	139	278	139
0	417	278	417	139
0	417	139	417	278
0	417	278	417	139
0	417	139	417	278
7	417	0	417	139
7	417	139	417	0
7	417	0	417	139
5	278	0	417	0
3	278	139	278	0
3	278	0	278	139
12	139	0	278	0
13	0	0	139	0
13	139	0	0	0
6	139	139	139	0
2	0	139	139	139
11	0	278	0	139
11	0	139	0	278
13	0	0	0	139
13	0	139	0	0
11	0	278	0	139
4	139	278	0	278
2	139	139	139	278
6	139	0	139	139
6	139	139	139	0
3	278	139	139	139
7	417	139	278	139
7	278	139	417	139
7	417	139	278	139
7	278	139	417	139
3	139	139	278	139
11	0	139	139	139
11	139	139	0	139
2	139	278	139	139
14	139	417	139	278
14	139	278	139	417
4	0	278	139	278
10	0	417	0	278
14	139	417	0	417
8	278	417	139	417
1	417	417	278	417
1	278	417	417	417
1	417	417	278	417
0	417	278	417	417
9	278	278	417	278
3	278	139	278	278
3	278	278	278	139
3	278	139	278	278
7	417	139	278	139
7	278	139	417	139
12	278	0	278	139
12	278	139	278	0
3	278	278	278	139
9	417	278	278	278
0	417	417	417	278
1	278	417	417	417
8	139	417	278	417
4	139	278	139	417
4	139	417	139	278
4	139	278	139	417
4	139	417	139	278
4	139	278	139	417
2	139	139	139	278
2	139	278	139	139
2	139	139	139	278
2	139	278	139	139
10	0	278	139	278
11	0	139	0	278
11	0	278	0	139
11	0	139	0	278
11	0	278	0	139
14	0	417	0	278
14	0	278	0	417
10	139	278	0	278
10	0	278	139	278
14	0	417	0	278
14	0	278	0	417
14	0	417	0	278
4	139	417	0	417
10	139	278	139	417
10	139	417	139	278
8	278	417	139	417
9	278	278	278	417
3	278	139	278	278
2	139	139	278	139
10	139	278	139	139
10	139	139	139	278
6	139	0	139	139
6	139	139	139	0
6	139	0	139	139
12	278	0	139	0
12	139	0	278	0
13	0	0	139	0
13	139	0	0	0
6	139	139	139	0
2	278	139	139	139
2	139	139	278	139
6	139	0	139	139
6	139	139	139	0
11	0	139	139	139
13	0	0	0	139
13	0	139	0	0
13	0	0	0	139
13	0	139	0	0
13	0	0	0	139
13	0	139	0	0
11	139	139	0	139
10	139	278	139	139
14	0	278	139	278
14	139	278	0	278
3	278	278	139	278
3	139	278	278	278
14	0	278	139	278
11	0	139	0	278
10	139	139	0	139
2	278	139	139	139
3	278	278	278	139
14	139	278	278	278
14	278	278	139	278
14	139	278	278	278
8	139	417	139	278
9	278	417	139	417
9	139	417	278	417
9	278	417	139	417
1	417	417	278	417
1	278	417	417	417
1	417	417	278	417
0	417	278	417	417
14	278	278	417	278
1	278	417	278	278
0	417	417	278	417
0	278	417	417	417
0	417	417	278	417
14	417	278	417	417
1	278	278	417	278
1	417	278	278	278
7	417	139	417	278
3	278	139	417	139
12	278	0	278	139
5	417	0	278	0
3	417	139	417	0
7	417	278	417	139
14	417	417	417	278
14	417	278	417	417
14	417	417	417	278
0	278	417	417	417
0	417	417	278	417
0	278	417	417	417
0	417	417	278	417
14	417	278	417	417
7	417	139	417	278
3	417	0	417	139
5	278	0	417	0
5	417	0	278	0
3	417	139	417	0
7	417	278	417	139
1	278	278	417	278
0	278	417	278	278
14	417	417	278	417
14	278	417	417	417
0	278	278	278	417
8	139	278	278	278
11	0	278	139	278
4	0	417	0	278
9	139	417	0	417
0	278	417	139	417
14	417	417	278	417
1	417	278	417	417
8	278	278	417	278
11	139	278	278	278
0	139	417	139	278
9	0	417	139	417
4	0	278	0	417
10	0	139	0	278
13	0	0	0	139
6	139	0	0	0
6	0	0	139	0
13	0	139	0	0
2	139	139	0	139
2	0	139	139	139
10	0	278	0	139
4	0	417	0	278
4	0	278	0	417
10	0	139	0	278
2	139	139	0	139
12	278	139	139	139
7	417	139	278	139
3	417	0	417	139
5	278	0	417	0
5	417	0	278	0
3	417	139	417	0
8	417	278	417	139
11	278	278	417	278
0	139	278	278	278
9	139	417	139	278
4	0	417	139	417
4	139	417	0	417
4	0	417	139	417
10	0	278	0	417
10	0	417	0	278
4	139	417	0	417
14	278	417	139	417
1	417	417	278	417
1	278	417	417	417
0	278	278	278	417
9	139	278	278	278
10	0	278	139	278
10	139	278	0	278
12	139	139	139	278
6	139	0	139	139
5	278	0	139	0
3	417	0	278	0
8	417	139	417	0
11	417	278	417	139
1	417	417	417	278
1	417	278	417	417
1	417	417	417	278
0	278	417	417	417
0	417	417	278	417
1	417	278	417	417
9	278	278	417	278
7	278	139	278	278
11	417	139	278	139
8	417	0	417	139
3	278	0	417	0
5	139	0	278	0
13	0	0	139	0
2	0	139	0	0
10	0	278	0	139
10	0	139	0	278
6	139	139	0	139
11	278	139	139	139
7	278	278	278	139
0	278	417	278	278
0	278	278	278	417
12	139	278	278	278
10	0	278	139	278
4	0	417	0	278
4	0	278	0	417
6	0	139	0	278
11	139	139	0	139
10	139	278	139	139
6	0	278	139	278
4	0	417	0	278
4	0	278	0	417
6	139	278	0	278
6	0	278	139	278
11	0	139	0	278
11	0	278	0	139
11	0	139	0	278
10	139	139	0	139
10	0	139	139	139
10	139	139	0	139
10	0	139	139	139
2	0	0	0	139
2	0	139	0	0
10	139	139	0	139
10	0	139	139	139
10	139	139	0	139
7	278	139	139	139
7	139	139	278	139
6	139	278	139	139
12	278	278	139	278
0	278	417	278	278
14	139	417	278	417
12	139	278	139	417
11	0	278	139	278
11	139	278	0	278
6	139	139	139	278
10	0	139	139	139
11	0	278	0	139
6	139	278	0	278
0	278	278	139	278
7	278	139	278	278
7	278	278	278	139
7	278	139	278	278
7	278	278	278	139
9	417	278	278	278
9	278	278	417	278
14	278	417	278	278
12	139	417	278	417
0	139	278	139	417
6	0	278	139	278
6	139	278	0	278
14	278	278	139	278
14	139	278	278	278
0	139	417	139	278
12	278	417	139	417
1	417	417	278	417
9	417	278	417	417
9	417	417	417	278
1	278	417	417	417
12	139	417	278	417
12	278	417	139	417
1	417	417	278	417
9	417	278	417	417
9	417	417	417	278
1	278	417	417	417
1	417	417	278	417
1	278	417	417	417
14	278	278	278	417
9	417	278	278	278
9	278	278	417	278
14	278	417	278	278
14	278	278	278	417
7	278	139	278	278
5	278	0	278	139
3	417	0	278	0
3	278	0	417	0
5	278	139	278	0
7	278	278	278	139
7	278	139	278	278
5	278	0	278	139
3	417	0	278	0
8	417	139	417	0
8	417	0	417	139
3	278	0	417	0
3	417	0	278	0
8	417	139	417	0
8	417	0	417	139
3	278	0	417	0
5	278	139	278	0
10	139	139	278	139
11	0	139	139	139
11	139	139	0	139
11	0	139	139	139
11	139	139	0	139
10	278	139	139	139
10	139	139	278	139
0	139	278	139	139
7	278	278	139	278
7	139	278	278	278
0	139	139	139	278
0	139	278	139	139
6	0	278	139	278
11	0	139	0	278
0	139	139	0	139
10	278	139	139	139
5	278	0	278	139
13	139	0	278	0
10	139	139	139	0
0	0	139	139	139
2	0	0	0	139
2	0	139	0	0
2	0	0	0	139
10	139	0	0	0
10	0	0	139	0
2	0	139	0	0
0	139	139	0	139
6	139	278	139	139
11	0	278	139	278
11	139	278	0	278
7	278	278	139	278
7	139	278	278	278
12	139	417	139	278
4	0	417	139	417
11	0	278	0	417
11	0	417	0	278
4	139	417	0	417
12	139	278	139	417
7	278	278	139	278
5	278	139	278	278
5	278	278	278	139
5	278	139	278	278
6	139	139	278	139
6	278	139	139	139
8	417	139	278	139
8	278	139	417	139
5	278	278	278	139
5	278	139	278	278
13	278	0	278	139
13	278	139	278	0
6	139	139	278	139
7	139	278	139	139
12	139	417	139	278
4	0	417	139	417
11	0	278	0	417
11	0	417	0	278
11	0	278	0	417
11	0	417	0	278
4	139	417	0	417
14	278	417	139	417
5	278	278	278	417
12	139	278	278	278
14	139	417	139	278
14	139	278	139	417
14	139	417	139	278
14	139	278	139	417
12	278	278	139	278
6	278	139	278	278
7	139	139	278	139
0	0	139	139	139
11	0	278	0	139
4	0	417	0	278
14	139	417	0	417
14	0	417	139	417
4	0	278	0	417
12	139	278	0	278
14	139	417	139	278
4	0	417	139	417
4	139	417	0	417
5	278	417	139	417
6	278	278	278	417
9	417	278	278	278
1	417	417	417	278
1	417	278	417	417
9	278	278	417	278
14	139	278	278	278
0	139	139	139	278
11	0	139	139	139
2	0	0	0	139
2	0	139	0	0
11	139	139	0	139
0	139	278	139	139
14	278	278	139	278
6	278	417	278	278
6	278	278	278	417
6	278	417	278	278
5	139	417	278	417
5	278	417	139	417
5	139	417	278	417
5	278	417	139	417
1	417	417	278	417
9	417	278	417	417
9	417	417	417	278
1	278	417	417	417
6	278	278	278	417
7	278	139	278	278
8	417	139	278	139
9	417	278	417	139
1	417	417	417	278
1	417	278	417	417
1	417	417	417	278
1	417	278	417	417
1	417	417	417	278
1	417	278	417	417
7	278	278	417	278
7	417	278	278	278
9	417	139	417	278
9	417	278	417	139
7	278	278	417	278
14	139	278	278	278
5	139	417	139	278
6	278	417	139	417
14	278	278	278	417
14	278	417	278	278
1	417	417	278	417
1	278	417	417	417
14	278	278	278	417
5	139	278	278	278
5	278	278	139	278
8	278	139	278	278
8	278	278	278	139
8	278	139	278	278
9	417	139	278	139
3	417	0	417	139
3	417	139	417	0
7	417	278	417	139
1	417	417	417	278
14	278	417	417	417
14	417	417	278	417
1	417	278	417	417
7	417	139	417	278
3	417	0	417	139
13	278	0	417	0
13	417	0	278	0
13	278	0	417	0
9	278	139	278	0
0	139	139	278	139
10	139	0	139	139
9	278	0	139	0
0	278	139	278	0
10	139	139	278	139
5	139	278	139	139
6	139	417	139	278
14	278	417	139	417
1	417	417	278	417
7	417	278	417	417
3	417	139	417	278
13	417	0	417	139
0	278	0	417	0
9	139	0	278	0
2	0	0	139	0
11	0	139	0	0
5	139	139	0	139
10	278	139	139	139
13	417	139	278	139
13	278	139	417	139
9	278	0	278	139
2	139	0	278	0
2	278	0	139	0
9	278	139	278	0
13	417	139	278	139
3	417	278	417	139
3	417	139	417	278
3	417	278	417	139
8	278	278	417	278
8	417	278	278	278
8	278	278	417	278
6	139	278	278	278
6	278	278	139	278
6	139	278	278	278
6	278	278	139	278
8	417	278	278	278
3	417	139	417	278
3	417	278	417	139
7	417	417	417	278
1	278	417	417	417
8	278	278	278	417
8	278	417	278	278
8	278	278	278	417
6	139	278	278	278
6	278	278	139	278
6	139	278	278	278
10	139	139	139	278
10	139	278	139	139
10	139	139	139	278
10	139	278	139	139
12	0	278	139	278
5	0	139	0	278
11	0	0	0	139
2	139	0	0	0
10	139	139	139	0
11	0	139	139	139
11	139	139	0	139
10	139	0	139	139
9	278	0	139	0
13	278	139	278	0
10	139	139	278	139
9	139	0	139	139
9	139	139	139	0
9	139	0	139	139
13	278	0	139	0
10	278	139	278	0
3	417	139	278	139
3	278	139	417	139
3	417	139	278	139
0	417	0	417	139
0	417	139	417	0
0	417	0	417	139
10	278	0	417	0
13	139	0	278	0
13	278	0	139	0
13	139	0	278	0
9	139	139	139	0
11	0	139	139	139
5	0	278	0	139
5	0	139	0	278
2	0	0	0	139
9	139	0	0	0
9	0	0	139	0
9	139	0	0	0
13	278	0	139	0
13	139	0	278	0
13	278	0	139	0
10	417	0	278	0
10	278	0	417	0
10	417	0	278	0
10	278	0	417	0
3	278	139	278	0
0	417	139	278	139
10	417	0	417	139
10	417	139	417	0
10	417	0	417	139
3	278	0	417	0
0	278	139	278	0
6	278	278	278	139
12	139	278	278	278
12	278	278	139	278
7	417	278	278	278
7	278	278	417	278
7	417	278	278	278
7	278	278	417	278
8	278	417	278	278
1	417	417	278	417
1	278	417	417	417
1	417	417	278	417
1	278	417	417	417
14	139	417	278	417
4	0	417	139	417
5	0	278	0	417
2	0	139	0	278
9	0	0	0	139
13	139	0	0	0
11	139	139	139	0
9	0	139	139	139
9	139	139	0	139
11	139	0	139	139
11	139	139	139	0
9	0	139	139	139
2	0	278	0	139
12	139	278	0	278
12	0	278	139	278
5	0	417	0	278
4	139	417	0	417
14	278	417	139	417
14	139	417	278	417
12	139	278	139	417
9	139	139	139	278
11	139	0	139	139
0	278	0	139	0
6	278	139	278	0
8	278	278	278	139
9	139	278	278	278
12	139	417	139	278
14	278	417	139	417
14	139	417	278	417
4	0	417	139	417
5	0	278	0	417
12	139	278	0	278
9	278	278	139	278
14	278	417	278	278
14	278	278	278	417
7	417	278	278	278
10	417	139	417	278
8	278	139	417	139
11	139	139	278	139
9	139	278	139	139
9	139	139	139	278
2	0	139	139	139
13	0	0	0	139
0	139	0	0	0
6	278	0	139	0
3	417	0	278	0
3	278	0	417	0
11	278	139	278	0
8	417	139	278	139
3	417	0	417	139
11	278	0	417	0
6	139	0	278	0
6	278	0	139	0
6	139	0	278	0
0	0	0	139	0
0	139	0	0	0
2	139	139	139	0
13	0	139	139	139
12	0	278	0	139
5	0	417	0	278
5	0	278	0	417
5	0	417	0	278
5	0	278	0	417
9	139	278	0	278
9	0	278	139	278
5	0	417	0	278
5	0	278	0	417
12	0	139	0	278
12	0	278	0	139
5	0	417	0	278
5	0	278	0	417
12	0	139	0	278
13	139	139	0	139
2	139	0	139	139
2	139	139	139	0
13	0	139	139	139
13	139	139	0	139
13	0	139	139	139
12	0	278	0	139
12	0	139	0	278
0	0	0	0	139
2	139	0	0	0
2	0	0	139	0
0	0	139	0	0
0	0	0	0	139
0	0	139	0	0
0	0	0	0	139
2	139	0	0	0
2	0	0	139	0
2	139	0	0	0
6	278	0	139	0
11	417	0	278	0
11	278	0	417	0
11	417	0	278	0
11	278	0	417	0
8	278	139	278	0
7	278	278	278	139
9	139	278	278	278
13	139	139	139	278
0	0	139	139	139
0	139	139	0	139
0	0	139	139	139
12	0	278	0	139
12	0	139	0	278
12	0	278	0	139
12	0	139	0	278
12	0	278	0	139
13	139	278	0	278
4	139	417	139	278
5	0	417	139	417
5	139	417	0	417
4	139	278	139	417
13	0	278	139	278
13	139	278	0	278
13	0	278	139	278
5	0	417	0	278
4	139	417	0	417
13	139	278	139	417
0	139	139	139	278
12	0	139	139	139
2	0	0	0	139
2	0	139	0	0
12	139	139	0	139
12	0	139	139	139
12	139	139	0	139
0	139	278	139	139
5	0	278	139	278
4	0	417	0	278
13	139	417	0	417
5	139	278	139	417
0	139	139	139	278
0	139	278	139	139
9	278	278	139	278
14	278	417	278	278
1	417	417	278	417
10	417	278	417	417
14	278	278	417	278
14	417	278	278	278
14	278	278	417	278
1	278	417	278	278
5	139	417	278	417
5	278	417	139	417
5	139	417	278	417
5	278	417	139	417
10	417	417	278	417
14	417	278	417	417
14	417	417	417	278
10	278	417	417	417
10	417	417	278	417
14	417	278	417	417
1	278	278	417	278
1	417	278	278	278
1	278	278	417	278
9	139	278	278	278
0	139	139	139	278
12	0	139	139	139
4	0	278	0	139
0	139	278	0	278
0	0	278	139	278
4	0	139	0	278
12	139	139	0	139
12	0	139	139	139
12	139	139	0	139
7	278	139	139	139
8	278	0	278	139
8	278	139	278	0
8	278	0	278	139
6	139	0	278	0
7	139	139	139	0
12	0	139	139	139
12	139	139	0	139
7	139	0	139	139
6	278	0	139	0
8	278	139	278	0
7	139	139	278	139
0	139	278	139	139
5	139	417	139	278
5	139	278	139	417
4	0	278	139	278
13	0	417	0	278
5	139	417	0	417
4	139	278	139	417
4	139	417	139	278
5	0	417	139	417
13	0	278	0	417
4	139	278	0	278
5	139	417	139	278
10	278	417	139	417
9	278	278	278	417
9	278	417	278	278
10	139	417	278	417
13	0	417	139	417
4	0	278	0	417
5	139	278	0	278
13	139	417	139	278
4	0	417	139	417
5	0	278	0	417
12	0	139	0	278
12	0	278	0	139
12	0	139	0	278
2	0	0	0	139
2	0	139	0	0
0	139	139	0	139
0	0	139	139	139
0	139	139	0	139
6	139	0	139	139
6	139	139	139	0
13	139	278	139	139
12	0	278	139	278
5	0	417	0	278
5	0	278	0	417
0	0	139	0	278
0	0	278	0	139
5	0	417	0	278
5	0	278	0	417
5	0	417	0	278
4	139	417	0	417
4	0	417	139	417
4	139	417	0	417
4	0	417	139	417
5	0	278	0	417
5	0	417	0	278
5	0	278	0	417
12	139	278	0	278
4	139	417	139	278
5	0	417	139	417
5	139	417	0	417
5	0	417	139	417
12	0	278	0	417
4	139	278	0	278
13	139	139	139	278
7	278	139	139	139
9	278	278	278	139
9	278	139	278	278
3	417	139	278	139
3	278	139	417	139
7	139	139	278	139
7	278	139	139	139
9	278	278	278	139
9	278	139	278	278
3	417	139	278	139
11	417	0	417	139
11	417	139	417	0
3	278	139	417	139
8	278	0	278	139
6	139	0	278	0
7	139	139	139	0
7	139	0	139	139
7	139	139	139	0
0	0	139	139	139
0	139	139	0	139
7	139	0	139	139
6	278	0	139	0
11	417	0	278	0
3	417	139	417	0
3	417	0	417	139
3	417	139	417	0
1	417	278	417	139
9	278	278	417	278
10	278	417	278	278
10	278	278	278	417
13	139	278	278	278
5	139	417	139	278
5	139	278	139	417
4	0	278	139	278
4	139	278	0	278
13	278	278	139	278
8	278	139	278	278
7	139	139	278	139
6	139	0	139	139
11	278	0	139	0
3	417	0	278	0
3	278	0	417	0
7	278	139	278	0
1	417	139	278	139
3	417	0	417	139
3	417	139	417	0
3	417	0	417	139
7	278	0	417	0
7	417	0	278	0
3	417	139	417	0
3	417	0	417	139
7	278	0	417	0
11	139	0	278	0
6	139	139	139	0
1	278	139	139	139
11	278	0	278	139
6	139	0	278	0
2	0	0	139	0
2	139	0	0	0
2	0	0	139	0
0	0	139	0	0
0	0	0	0	139
0	0	139	0	0
4	0	278	0	139
13	139	278	0	278
13	0	278	139	278
12	0	417	0	278
12	0	278	0	417
12	0	417	0	278
5	139	417	0	417
10	278	417	139	417
8	278	278	278	417
8	278	417	278	278
14	417	417	278	417
14	278	417	417	417
10	139	417	278	417
13	139	278	139	417
8	278	278	139	278
9	417	278	278	278
3	417	139	417	278
7	417	0	417	139
7	417	139	417	0
11	278	139	417	139
1	139	139	278	139
1	278	139	139	139
9	278	278	278	139
8	139	278	278	278
8	278	278	139	278
8	139	278	278	278
8	278	278	139	278
3	417	278	278	278
11	417	139	417	278
9	278	139	417	139
1	139	139	278	139
1	278	139	139	139
3	278	278	278	139
10	278	417	278	278
13	139	417	278	417
5	0	417	139	417
12	0	278	0	417
4	0	139	0	278
4	0	278	0	139
4	0	139	0	278
1	139	139	0	139
2	139	0	139	139
2	139	139	139	0
1	0	139	139	139
0	0	0	0	139
0	0	139	0	0
4	0	278	0	139
8	139	278	0	278
5	139	417	139	278
12	0	417	139	417
12	139	417	0	417
13	278	417	139	417
13	139	417	278	417
13	278	417	139	417
10	278	278	278	417
5	139	278	278	278
1	139	139	139	278
2	139	0	139	139
6	278	0	139	0
6	139	0	278	0
6	278	0	139	0
6	139	0	278	0
2	139	139	139	0
1	139	278	139	139
5	278	278	139	278
10	278	417	278	278
14	417	417	278	417
11	417	278	417	417
10	278	278	417	278
10	417	278	278	278
9	417	139	417	278
7	417	0	417	139
7	417	139	417	0
9	417	278	417	139
11	417	417	417	278
14	278	417	417	417
14	417	417	278	417
11	417	278	417	417
9	417	139	417	278
3	278	139	417	139
3	417	139	278	139
3	278	139	417	139
3	417	139	278	139
7	417	0	417	139
7	417	139	417	0
9	417	278	417	139
9	417	139	417	278
7	417	0	417	139
7	417	139	417	0
9	417	278	417	139
11	417	417	417	278
11	417	278	417	417
9	417	139	417	278
7	417	0	417	139
6	278	0	417	0
3	278	139	278	0
3	278	0	278	139
6	417	0	278	0
6	278	0	417	0
3	278	139	278	0
10	278	278	278	139
9	417	278	278	278
7	417	139	417	278
6	417	0	417	139
3	278	0	417	0
2	139	0	278	0
1	139	139	139	0
5	139	278	139	139
9	278	278	139	278
10	278	139	278	278
6	417	139	278	139
7	417	278	417	139
11	417	417	417	278
